Code CIP;Code CIP 13;Libellé produit;Stock Total;Vente zone1;Vente zone2;Vente zone3;Vente zone4;Vente zone5;Vente zone6;Vente zone 7;Vente Mois en cours;Vente Moyenne 3 mois;Vente Moyenne 12 Mois
"1198721";"3760165440512";"TENSIO FLASH KD558 ARM ELECTRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
